@relation MSD_JMIR_LPC_ALL-weka.filters.unsupervised.attribute.Remove-R3-22_MSD_JMIR_MEATHODS_OF_MOMENTS_ALL-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.instance.RemovePercentage-P90.0

@attribute Method_of_Moments_Overall_Standard_Deviation_1 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_2 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_3 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_4 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_5 numeric
@attribute Method_of_Moments_Overall_Average_1 numeric
@attribute Method_of_Moments_Overall_Average_2 numeric
@attribute Method_of_Moments_Overall_Average_3 numeric
@attribute Method_of_Moments_Overall_Average_4 numeric
@attribute Method_of_Moments_Overall_Average_5 numeric
@attribute class {BIG_BAND,BLUES_CONTEMPORARY,COUNTRY_TRADITIONAL,DANCE,ELECTRONICA,EXPERIMENTAL,FOLK_INTERNATIONAL,GOSPEL,GRUNGE_EMO,HIP_HOP_RAP,JAZZ_CLASSIC,METAL_ALTERNATIVE,METAL_DEATH,METAL_HEAVY,POP_CONTEMPORARY,POP_INDIE,POP_LATIN,PUNK,REGGAE,RNB_SOUL,ROCK_ALTERNATIVE,ROCK_COLLEGE,ROCK_CONTEMPORARY,ROCK_HARD,ROCK_NEO_PSYCHEDELIA}

@data
-0.579013,-0.754576,-0.773409,-0.854365,-0.874785,-0.500222,-0.364507,-0.34413,0.201438,-0.12094,POP_INDIE
-0.731992,-0.666392,-0.706577,-0.784158,-0.808877,-0.845846,-0.523568,-0.629643,-0.49216,-0.814811,DANCE
-0.551772,-0.711503,-0.711952,-0.769847,-0.780361,-0.617059,-0.479437,-0.404682,0.110849,-0.209402,EXPERIMENTAL
-0.50534,-0.474819,-0.500283,-0.617552,-0.657476,-0.7506,-0.498592,-0.376166,0.01829,-0.319601,ROCK_CONTEMPORARY
-0.405974,-0.735411,-0.768317,-0.872097,-0.854646,-0.243092,-0.318122,-0.282169,0.211284,-0.131303,METAL_DEATH
-0.504411,-0.675093,-0.665347,-0.766067,-0.795673,-0.636961,-0.453333,-0.390248,0.117741,-0.198029,POP_INDIE
-0.565083,-0.60729,-0.607779,-0.70486,-0.715728,-0.77068,-0.475493,-0.386728,0.082293,-0.246809,POP_INDIE
-0.834793,-0.660553,-0.611528,-0.573177,-0.574369,-0.919165,-0.719249,-0.693399,-0.256923,-0.496019,ROCK_NEO_PSYCHEDELIA
-0.158335,-0.606506,-0.600636,-0.655986,-0.696588,-0.492848,-0.396244,-0.351875,0.122665,-0.204095,POP_CONTEMPORARY
-0.686736,-0.773937,-0.729774,-0.730603,-0.761221,-0.677388,-0.634366,-0.638092,-0.116116,-0.348667,POP_CONTEMPORARY
-0.919641,-0.89708,-0.901556,-0.858956,-0.845326,-0.961688,-0.546667,-0.615209,0.017798,-0.17882,ELECTRONICA
-0.47098,-0.728199,-0.715912,-0.850225,-0.874452,-0.397601,-0.421033,-0.381447,0.161066,-0.136611,ROCK_COLLEGE
-0.839437,-0.881638,-0.870509,-0.836274,-0.819029,-0.899156,-0.779906,-0.878226,-0.649558,-0.898774,ROCK_CONTEMPORARY
-0.968488,-0.638095,-0.642008,-0.730693,-0.743412,-0.984762,-0.596808,-0.522267,-0.041282,-0.334007,POP_INDIE
-0.357065,-0.616578,-0.581188,-0.638794,-0.673343,-0.645224,-0.593615,-0.539166,-0.067868,-0.358271,HIP_HOP_RAP
-0.468503,-0.667333,-0.74215,-0.794869,-0.790069,-0.667259,-0.342535,-0.312445,0.211284,-0.106786,PUNK
-0.671258,-0.579463,-0.678501,-0.771647,-0.798058,-0.756464,-0.598122,-0.668544,-0.484036,-0.795653,GRUNGE_EMO
-0.457979,-0.592397,-0.59604,-0.718722,-0.73448,-0.491426,-0.38385,-0.435663,-0.307634,-0.672185,POP_CONTEMPORARY
0.068565,-0.296492,-0.479066,-0.622952,-0.68294,-0.628965,-0.421033,-0.553248,-0.459912,-0.763554,POP_CONTEMPORARY
-0.541247,-0.317264,-0.484229,-0.532583,-0.6643,-0.802665,-0.265164,-0.296603,-0.285971,-0.615317,ROCK_CONTEMPORARY
-0.331682,-0.696453,-0.746676,-0.863546,-0.860915,-0.369525,-0.331643,-0.290266,0.214238,-0.112852,METAL_HEAVY
-0.444049,-0.671683,-0.702405,-0.815122,-0.835617,-0.504309,-0.403005,-0.353635,0.158605,-0.152787,METAL_HEAVY
-0.147191,-0.439545,-0.586421,-0.710801,-0.747018,-0.467081,-0.354742,-0.320542,0.107895,-0.196512,ROCK_ALTERNATIVE
-0.481504,-0.633666,-0.538331,-0.515932,-0.544355,-0.741715,-0.68939,-0.599366,-0.174212,-0.472766,ROCK_COLLEGE
-0.365733,-0.60533,-0.58918,-0.648605,-0.689209,-0.588183,-0.370892,-0.371942,-0.238707,-0.621635,POP_CONTEMPORARY
-0.733385,-0.614109,-0.660608,-0.719622,-0.647712,-0.878898,-0.644319,-0.760077,-0.597026,-0.875142,ROCK_HARD
-0.82399,-0.881481,-0.857214,-0.769217,-0.748072,-0.892936,-0.867606,-0.902095,-0.582749,-0.77518,JAZZ_CLASSIC
-0.823557,-0.634921,-0.693211,-0.783978,-0.816422,-0.859973,-0.398685,-0.342369,0.131034,-0.207633,ROCK_COLLEGE
-0.450549,-0.717617,-0.734724,-0.810621,-0.812649,-0.517814,-0.450329,-0.388136,0.137927,-0.177556,COUNTRY_TRADITIONAL
-0.87033,-0.763708,-0.727652,-0.668407,-0.677503,-0.896579,-0.657465,-0.603943,-0.091992,-0.340832,EXPERIMENTAL
-0.528246,-0.567705,-0.683451,-0.706751,-0.714896,-0.766593,-0.45108,-0.443056,0.090663,-0.206117,POP_LATIN
-0.28525,-0.527337,-0.470651,-0.589559,-0.637614,-0.55442,-0.483568,-0.372998,0.036014,-0.295084,ELECTRONICA
-0.694072,-0.738036,-0.75587,-0.829433,-0.840111,-0.641848,-0.347418,-0.344834,0.209807,-0.107039,PUNK
-0.542795,-0.702881,-0.714781,-0.823942,-0.827018,-0.521013,-0.365446,-0.337441,0.185683,-0.137116,FOLK_INTERNATIONAL
-0.334468,-0.325887,-0.539745,-0.514761,-0.730319,-0.717814,-0.203192,-0.158599,-0.212121,-0.542272,HIP_HOP_RAP
-0.466336,-0.730825,-0.778996,-0.871107,-0.851151,-0.644069,-0.312113,-0.252244,0.224085,-0.113611,ROCK_HARD
-0.476552,-0.676935,-0.77256,-0.786409,-0.772871,-0.669836,-0.431362,-0.406795,0.17879,-0.100215,METAL_HEAVY
-0.405355,-0.258083,-0.440665,-0.532763,-0.605936,-0.736117,-0.382535,-0.380743,-0.02602,-0.313787,DANCE
-0.321467,-0.639898,-0.67355,-0.79928,-0.800999,-0.363483,-0.37108,-0.269847,0.154174,-0.200303,METAL_DEATH
-0.540938,-0.67427,-0.680976,-0.793339,-0.801276,-0.598756,-0.454836,-0.400106,0.120203,-0.184886,HIP_HOP_RAP
-0.377805,-0.608466,-0.600778,-0.560306,-0.58613,-0.747668,-0.591925,-0.553248,-0.067376,-0.350183,FOLK_INTERNATIONAL
-0.548367,-0.761043,-0.764286,-0.79739,-0.804716,-0.626122,-0.484131,-0.431438,0.118726,-0.185644,ROCK_ALTERNATIVE
-0.803529,-0.698138,-0.692008,-0.690909,-0.704743,-0.932954,-0.696338,-0.707798,-0.422889,-0.744471,RNB_SOUL
-0.738152,-0.420341,-0.551202,-0.658236,-0.701692,-0.868858,-0.409577,-0.316318,0.069985,-0.261468,HIP_HOP_RAP
-0.385234,-0.689594,-0.714427,-0.823582,-0.830458,-0.57068,-0.384038,-0.312797,0.169436,-0.173259,GOSPEL
-0.814735,-0.687831,-0.689887,-0.676058,-0.672788,-0.908841,-0.646009,-0.681781,-0.171258,-0.375458,POP_CONTEMPORARY
-0.095187,-0.278856,-0.344413,-0.564356,-0.64516,-0.542603,-0.476995,-0.550431,-0.443616,-0.739922,HIP_HOP_RAP
-0.8538,-0.503429,-0.58529,-0.59802,-0.605437,-0.951231,-0.712676,-0.707974,-0.305172,-0.535701,ROCK_COLLEGE
-0.800341,-0.620341,-0.699222,-0.744644,-0.756838,-0.883785,-0.4077,-0.584228,-0.493489,-0.797068,ROCK_CONTEMPORARY
-0.838384,-0.930943,-0.956337,-0.894329,-0.861248,-0.829765,-0.799812,-0.883401,-0.495606,-0.653734,EXPERIMENTAL
-0.210339,-0.557515,-0.547525,-0.670837,-0.69448,-0.519858,-0.454836,-0.567682,-0.448588,-0.771844,ROCK_NEO_PSYCHEDELIA
-0.331373,-0.793886,-0.819307,-0.867777,-0.863856,-0.381075,-0.353615,-0.31843,0.218669,-0.110578,POP_INDIE
-0.496982,-0.686106,-0.664922,-0.729343,-0.741748,-0.742159,-0.490329,-0.444112,0.083278,-0.218501,BLUES_CONTEMPORARY
-0.354589,-0.631354,-0.635856,-0.740504,-0.79534,-0.596535,-0.407512,-0.348706,0.134973,-0.184633,POP_INDIE
-0.692524,-0.727572,-0.661033,-0.665977,-0.687822,-0.802221,-0.617653,-0.553952,-0.054575,-0.337799,ROCK_HARD
-0.668472,-0.724789,-0.700424,-0.663816,-0.638336,-0.735851,-0.747606,-0.786904,-0.361101,-0.550107,ROCK_ALTERNATIVE
-0.405974,-0.723026,-0.752405,-0.861296,-0.8638,-0.40462,-0.373333,-0.321598,0.192576,-0.133325,ROCK_NEO_PSYCHEDELIA
-0.508745,-0.5728,-0.635573,-0.716562,-0.730264,-0.773345,-0.48507,-0.451153,0.056692,-0.234172,GOSPEL
-0.673425,-0.513619,-0.539675,-0.60288,-0.615035,-0.846824,-0.603192,-0.54163,-0.093469,-0.377986,HIP_HOP_RAP
-0.69302,-0.61748,-0.563932,-0.623942,-0.658363,-0.813861,-0.620657,-0.529308,-0.080669,-0.389107,FOLK_INTERNATIONAL
-0.591085,-0.531256,-0.556082,-0.539784,-0.54491,-0.823634,-0.650141,-0.618025,-0.159934,-0.407304,ROCK_COLLEGE
-0.486767,-0.713463,-0.755799,-0.872187,-0.875839,-0.441137,-0.326009,-0.289562,0.2103,-0.119424,METAL_DEATH
-0.054326,-0.57672,-0.558133,-0.643294,-0.670513,-0.347401,-0.228545,-0.273367,-0.253969,-0.604954,ELECTRONICA
-0.513388,-0.509308,-0.506011,-0.593249,-0.64344,-0.747401,-0.552488,-0.45573,-0.034882,-0.356249,RNB_SOUL
0.056802,-0.57476,-0.705728,-0.827903,-0.830069,-0.247357,-0.272676,-0.226897,0.184206,-0.162391,ELECTRONICA
-0.414951,-0.796394,-0.80099,-0.869667,-0.867074,-0.406131,-0.381408,-0.383911,0.204884,-0.096929,REGGAE
-0.630707,-0.628062,-0.635431,-0.719802,-0.727933,-0.741271,-0.323756,-0.392713,-0.310785,-0.665614,ROCK_ALTERNATIVE
-0.427333,-0.518323,-0.569661,-0.690099,-0.722386,-0.582052,-0.443005,-0.339201,0.080324,-0.250348,HIP_HOP_RAP
-0.703916,-0.63594,-0.709901,-0.792709,-0.795062,-0.803821,-0.35662,-0.333568,0.183221,-0.139138,ROCK_HARD
-0.435072,-0.637586,-0.65884,-0.709541,-0.714286,-0.581786,-0.485822,-0.401514,0.101002,-0.217743,ELECTRONICA
-0.816654,-0.832177,-0.803819,-0.735374,-0.719723,-0.866726,-0.698592,-0.70896,-0.218522,-0.436876,BLUES_CONTEMPORARY
-0.574679,-0.685793,-0.684229,-0.792259,-0.808821,-0.74518,-0.492207,-0.428974,0.088694,-0.21749,JAZZ_CLASSIC
-0.296703,-0.643151,-0.610325,-0.645365,-0.68638,-0.442292,-0.359437,-0.517338,-0.383453,-0.721976,POP_LATIN
-0.083424,-0.512444,-0.677652,-0.80243,-0.839001,-0.237672,-0.215587,-0.178666,0.13645,-0.211424,ELECTRONICA
-0.297013,-0.681638,-0.747525,-0.853915,-0.859528,-0.277032,-0.303099,-0.227249,0.198484,-0.151776,METAL_ALTERNATIVE
-0.636589,-0.729022,-0.751697,-0.885239,-0.884549,-0.632252,-0.373897,-0.279,0.184698,-0.167193,METAL_HEAVY
-0.51184,-0.652988,-0.659264,-0.713771,-0.760832,-0.666815,-0.588169,-0.699701,-0.502203,-0.812182,METAL_DEATH
-0.461693,-0.5728,-0.504385,-0.430243,-0.424133,-0.67108,-0.703099,-0.657983,-0.240676,-0.497536,HIP_HOP_RAP
-0.528556,-0.719969,-0.736068,-0.763996,-0.770874,-0.714171,-0.489014,-0.544094,-0.244615,-0.590042,ROCK_NEO_PSYCHEDELIA
-0.325182,-0.649069,-0.742928,-0.843384,-0.843273,-0.374856,-0.310986,-0.264214,0.206361,-0.123215,METAL_ALTERNATIVE
-0.574988,-0.613678,-0.517822,-0.577048,-0.652594,-0.689027,-0.599249,-0.589157,-0.352436,-0.715658,GOSPEL
-0.313729,-0.492455,-0.610396,-0.710621,-0.810485,-0.570502,-0.332582,-0.275832,0.105433,-0.225831,DANCE
-0.701068,-0.735097,-0.779137,-0.864806,-0.843495,-0.723678,-0.254272,-0.268087,0.243778,-0.090105,ROCK_NEO_PSYCHEDELIA
-0.242532,-0.510092,-0.567893,-0.720252,-0.758613,-0.490982,-0.428545,-0.335328,0.075893,-0.26349,ROCK_CONTEMPORARY
-0.293298,-0.718871,-0.786421,-0.841044,-0.855534,-0.575122,-0.433052,-0.654251,-0.604657,-0.889979,ROCK_NEO_PSYCHEDELIA
-0.631326,-0.645777,-0.618175,-0.70243,-0.730596,-0.690093,-0.535023,-0.395529,0.050784,-0.308985,POP_CONTEMPORARY
-0.908002,-0.853263,-0.828218,-0.786049,-0.738141,-0.929072,-0.767324,-0.921915,-0.733944,-0.955643,EXPERIMENTAL
-0.273178,-0.428571,-0.432885,-0.561116,-0.632899,-0.604887,-0.481315,-0.504313,-0.347759,-0.689625,ROCK_CONTEMPORARY
-0.495125,-0.449735,-0.478996,-0.587309,-0.567379,-0.74829,-0.493709,-0.438127,0.009428,-0.286743,ROCK_CONTEMPORARY
-0.659805,-0.56261,-0.6186,-0.785959,-0.818197,-0.745802,-0.322066,-0.275128,0.134973,-0.200556,ROCK_ALTERNATIVE
-0.366971,-0.515971,-0.521429,-0.589739,-0.630846,-0.56837,-0.428169,-0.38708,0.058661,-0.26071,DANCE
-0.614301,-0.432883,-0.524682,-0.642214,-0.69337,-0.832163,-0.47493,-0.545151,-0.411171,-0.732592,ROCK_HARD
-0.620802,-0.652871,-0.663579,-0.631773,-0.627129,-0.726344,-0.51061,-0.437071,0.073431,-0.244787,ROCK_HARD
-0.657019,-0.713149,-0.643352,-0.655086,-0.681442,-0.741892,-0.603568,-0.666221,-0.483692,-0.802325,ROCK_HARD
-0.360161,-0.260043,-0.417185,-0.547885,-0.65165,-0.692936,-0.411643,-0.457842,-0.349334,-0.674207,POP_INDIE
-0.701037,-0.768215,-0.777935,-0.862556,-0.868072,-0.688849,-0.338779,-0.363844,0.229993,-0.073929,GRUNGE_EMO
-0.114069,-0.671723,-0.691655,-0.732583,-0.762607,-0.329542,-0.443192,-0.3906,0.127095,-0.195501,ROCK_ALTERNATIVE
-0.645566,-0.620067,-0.61669,-0.685149,-0.705742,-0.725278,-0.635493,-0.569442,-0.108239,-0.393151,POP_INDIE
-0.390187,-0.758573,-0.811669,-0.89838,-0.873287,-0.421235,-0.312676,-0.300123,0.25264,-0.06205,METAL_HEAVY
-0.583656,-0.737527,-0.65495,-0.6018,-0.62785,-0.779476,-0.709296,-0.674142,-0.225414,-0.485657,JAZZ_CLASSIC
-0.303513,-0.659024,-0.573833,-0.638254,-0.669126,-0.578498,-0.42892,-0.474388,-0.32585,-0.702515,BLUES_CONTEMPORARY
-0.447764,-0.526553,-0.663083,-0.730873,-0.751234,-0.712483,-0.304038,-0.288858,0.172882,-0.148995,POP_LATIN
-0.262034,-0.440721,-0.497595,-0.60216,-0.659584,-0.633852,-0.491268,-0.41454,-0.005834,-0.318084,ELECTRONICA
-0.767931,-0.55438,-0.44413,-0.60387,-0.679223,-0.923572,-0.578028,-0.480373,-0.05359,-0.346139,EXPERIMENTAL
-0.377496,-0.751323,-0.795969,-0.858686,-0.863412,-0.321457,-0.337277,-0.312797,0.2231,-0.099962,PUNK
-0.600681,-0.595532,-0.618105,-0.649595,-0.669736,-0.835184,-0.533146,-0.482485,0.000566,-0.310502,COUNTRY_TRADITIONAL
-0.549605,-0.618029,-0.589958,-0.69919,-0.72638,-0.738783,-0.504413,-0.424045,0.046845,-0.269809,FOLK_INTERNATIONAL
-0.219625,-0.655262,-0.672914,-0.751935,-0.78025,-0.506264,-0.421972,-0.344834,0.13448,-0.204347,POP_INDIE
-0.371924,-0.665687,-0.739038,-0.850135,-0.854313,-0.396624,-0.269859,-0.232177,0.208823,-0.131808,METAL_HEAVY
-0.656709,-0.756731,-0.726662,-0.661026,-0.639945,-0.807286,-0.822911,-0.821475,-0.454595,-0.664603,ROCK_COLLEGE
-0.518341,-0.637429,-0.635219,-0.710081,-0.729043,-0.611728,-0.515681,-0.411723,0.064569,-0.267534,FOLK_INTERNATIONAL
-0.159573,-0.447776,-0.625035,-0.718182,-0.790458,-0.393958,-0.244319,-0.185707,0.10691,-0.23038,DANCE
-0.251819,-0.472075,-0.713861,-0.733033,-0.802386,-0.60151,-0.163192,-0.106143,0.121188,-0.212941,ROCK_COLLEGE
-0.721653,-0.661023,-0.631542,-0.676778,-0.725049,-0.844425,-0.779718,-0.817356,-0.597174,-0.872412,POP_INDIE
-0.714595,-0.599843,-0.666337,-0.775158,-0.798169,-0.812172,-0.394742,-0.303292,0.153681,-0.175534,ROCK_HARD
-0.744281,-0.626925,-0.640594,-0.649325,-0.645548,-0.826122,-0.48507,-0.422285,0.082293,-0.236446,ROCK_HARD
-0.365114,-0.532824,-0.693423,-0.810171,-0.844161,-0.675255,-0.423662,-0.636684,-0.588509,-0.864931,HIP_HOP_RAP
-0.28525,-0.554772,-0.595262,-0.679748,-0.739085,-0.607996,-0.376901,-0.460658,-0.345248,-0.699987,ROCK_CONTEMPORARY
-0.733787,-0.723927,-0.729562,-0.825923,-0.860416,-0.800533,-0.313052,-0.31843,0.193068,-0.153292,FOLK_INTERNATIONAL
-0.455193,-0.48932,-0.532956,-0.671107,-0.700527,-0.638738,-0.442254,-0.35962,0.062108,-0.258688,RNB_SOUL
-0.714874,-0.705036,-0.777935,-0.848245,-0.844882,-0.732208,-0.272864,-0.224784,0.227039,-0.108556,ROCK_NEO_PSYCHEDELIA
-0.675282,-0.548893,-0.551344,-0.723492,-0.760721,-0.843181,-0.510423,-0.628234,-0.520026,-0.820725,RNB_SOUL
-0.800062,-0.693122,-0.63133,-0.552205,-0.536921,-0.838916,-0.785915,-0.756487,-0.365483,-0.597877,GRUNGE_EMO
-0.217149,-0.783774,-0.79116,-0.825563,-0.832011,-0.345891,-0.556808,-0.691005,-0.572016,-0.870947,ELECTRONICA
-0.478718,-0.730159,-0.621641,-0.69793,-0.739251,-0.548467,-0.458967,-0.646189,-0.531891,-0.846683,PUNK
-0.386163,-0.70484,-0.763508,-0.864266,-0.860527,-0.386495,-0.283756,-0.252596,0.230485,-0.098193,METAL_DEATH
-0.728494,-0.668665,-0.645332,-0.690279,-0.720388,-0.796446,-0.552676,-0.515226,-0.000418,-0.278908,EXPERIMENTAL
-0.51215,-0.617715,-0.624823,-0.669937,-0.669404,-0.743669,-0.633052,-0.582116,-0.113655,-0.390118,COUNTRY_TRADITIONAL
-0.80031,-0.564178,-0.588331,-0.712061,-0.717892,-0.898534,-0.501596,-0.616969,-0.493046,-0.805232,ROCK_CONTEMPORARY
-0.352732,-0.530864,-0.653819,-0.748965,-0.806657,-0.58845,-0.274178,-0.218447,0.139896,-0.207886,ROCK_ALTERNATIVE
-0.349636,-0.639114,-0.637624,-0.663456,-0.690929,-0.55522,-0.586667,-0.546207,-0.044728,-0.315304,POP_CONTEMPORARY
-0.286798,-0.602979,-0.714781,-0.738704,-0.806436,-0.430831,-0.144977,-0.372294,-0.466805,-0.742702,METAL_DEATH
-0.584894,-0.618656,-0.589463,-0.663906,-0.711012,-0.716748,-0.53784,-0.474388,0.00549,-0.29837,FOLK_INTERNATIONAL
-0.612753,-0.676347,-0.629562,-0.661476,-0.683717,-0.625855,-0.453897,-0.527196,-0.365089,-0.716669,POP_INDIE
-0.199505,-0.470508,-0.569661,-0.710441,-0.728266,-0.676677,-0.381033,-0.257525,0.102971,-0.248326,DANCE
-0.588299,-0.636567,-0.574894,-0.50045,-0.453259,-0.782852,-0.627606,-0.603591,-0.10627,-0.36004,ROCK_CONTEMPORARY
-0.433215,-0.740114,-0.737553,-0.811611,-0.82846,-0.483518,-0.4323,-0.365253,0.147281,-0.188171,METAL_HEAVY
-0.856462,-0.756143,-0.696747,-0.659136,-0.648155,-0.938587,-0.661033,-0.595846,-0.102824,-0.381019,JAZZ_CLASSIC
-0.600681,-0.652949,-0.741655,-0.842484,-0.829626,-0.663883,-0.424789,-0.283929,0.176821,-0.176039,ROCK_ALTERNATIVE
-0.723789,-0.703625,-0.690806,-0.761026,-0.760166,-0.802044,-0.564131,-0.719662,-0.548335,-0.845217,COUNTRY_TRADITIONAL
-0.474385,-0.610073,-0.634371,-0.729163,-0.751068,-0.462106,-0.42385,-0.334976,0.121188,-0.212182,GOSPEL
-0.592633,-0.646443,-0.679279,-0.773717,-0.79484,-0.730076,-0.409014,-0.362084,0.146296,-0.168457,COUNTRY_TRADITIONAL
-0.791704,-0.480306,-0.432461,-0.511161,-0.552843,-0.905375,-0.642817,-0.533533,-0.157472,-0.481865,JAZZ_CLASSIC
-0.331063,-0.728473,-0.754243,-0.835464,-0.812427,-0.446379,-0.364507,-0.305404,0.197991,-0.137622,ROCK_NEO_PSYCHEDELIA
-0.687664,-0.620302,-0.634512,-0.746175,-0.781914,-0.801422,-0.53108,-0.478261,0.009428,-0.296348,COUNTRY_TRADITIONAL
-0.466956,-0.330198,-0.479632,-0.59604,-0.688266,-0.791382,-0.356995,-0.277944,0.025183,-0.296348,HIP_HOP_RAP
-0.371614,-0.382324,-0.491655,-0.581638,-0.592288,-0.679431,-0.490329,-0.487766,-0.037836,-0.316568,RNB_SOUL
-0.667544,-0.919773,-0.921146,-0.867327,-0.850874,-0.612439,-0.671925,-0.721387,-0.19489,-0.387337,POP_INDIE
-0.616158,-0.699706,-0.633734,-0.676418,-0.711401,-0.749089,-0.577653,-0.74244,-0.576791,-0.863339,COUNTRY_TRADITIONAL
-0.679616,-0.731766,-0.716266,-0.732853,-0.759168,-0.782763,-0.409765,-0.614857,-0.507619,-0.816985,ROCK_HARD
-0.455502,-0.606506,-0.607992,-0.630243,-0.69337,-0.612705,-0.387042,-0.496215,-0.357704,-0.706306,ROCK_COLLEGE
0.005108,-0.526161,-0.656223,-0.79613,-0.793232,-0.494536,-0.230798,-0.231121,0.168451,-0.171743,DANCE
-0.255533,-0.537919,-0.581117,-0.671017,-0.712067,-0.480764,-0.232676,-0.300475,-0.261354,-0.613042,GOSPEL
-0.454883,-0.411327,-0.519943,-0.628443,-0.666463,-0.71044,-0.419343,-0.36314,0.043891,-0.276381,RNB_SOUL
-0.419285,-0.600235,-0.619165,-0.69775,-0.713786,-0.69649,-0.497089,-0.462419,0.044384,-0.246556,POP_LATIN
-0.419594,-0.710798,-0.818883,-0.853105,-0.834785,-0.293203,-0.213521,-0.193452,0.245747,-0.091369,METAL_DEATH
-0.558892,-0.637625,-0.657284,-0.743024,-0.749515,-0.800533,-0.555117,-0.456434,0.021736,-0.302666,POP_INDIE
-0.595109,-0.415638,-0.504102,-0.620612,-0.660472,-0.852243,-0.704225,-0.753388,-0.551732,-0.821989,GOSPEL
-0.747562,-0.722281,-0.668953,-0.646715,-0.656533,-0.874278,-0.678873,-0.619785,-0.148118,-0.422469,ROCK_COLLEGE
-0.376877,-0.707623,-0.759618,-0.882538,-0.87656,-0.363749,-0.251643,-0.201901,0.208823,-0.140402,METAL_HEAVY
-0.397616,-0.425436,-0.499646,-0.656796,-0.685381,-0.765793,-0.454836,-0.35786,0.020259,-0.315557,DANCE
-0.181551,-0.521458,-0.574328,-0.669397,-0.701304,-0.465837,-0.396808,-0.502552,-0.445093,-0.762189,ROCK_CONTEMPORARY
-0.585204,-0.655458,-0.547666,-0.510351,-0.555562,-0.743758,-0.615399,-0.564513,-0.100854,-0.39214,EXPERIMENTAL
-0.382449,-0.59514,-0.690877,-0.812061,-0.83129,-0.456952,-0.237559,-0.176201,0.177806,-0.168457,DANCE
-0.437858,-0.376445,-0.348232,-0.510981,-0.567545,-0.724123,-0.386854,-0.493399,-0.399454,-0.709339,HIP_HOP_RAP
-0.497291,-0.590045,-0.570085,-0.624032,-0.63534,-0.723412,-0.584413,-0.504665,-0.044728,-0.354985,ROCK_CONTEMPORARY
-0.519889,-0.608074,-0.76075,-0.732493,-0.802053,-0.483785,-0.173709,-0.154022,0.170421,-0.169973,ROCK_HARD
-0.679616,-0.609406,-0.647949,-0.746895,-0.787074,-0.74598,-0.497653,-0.470164,0.048815,-0.23038,EXPERIMENTAL
-0.288345,-0.419557,-0.502122,-0.59982,-0.710125,-0.57912,-0.426103,-0.378278,-0.234768,-0.613295,POP_LATIN
-0.693639,-0.425436,-0.46959,-0.527813,-0.537032,-0.869036,-0.581408,-0.58106,-0.385767,-0.718438,COUNTRY_TRADITIONAL
-0.714007,-0.685322,-0.663437,-0.618992,-0.610153,-0.862994,-0.741408,-0.719169,-0.294833,-0.533426,HIP_HOP_RAP
-0.318681,-0.410935,-0.489675,-0.626103,-0.653814,-0.691959,-0.50216,-0.4163,-0.019619,-0.343359,HIP_HOP_RAP
-0.352422,-0.737919,-0.741089,-0.720522,-0.732261,-0.51586,-0.542911,-0.503609,0.044876,-0.236446,COUNTRY_TRADITIONAL
-0.485838,-0.62669,-0.555446,-0.665887,-0.69681,-0.662905,-0.420845,-0.499736,-0.321222,-0.689372,ROCK_CONTEMPORARY
-0.428571,-0.728552,-0.67355,-0.710531,-0.730485,-0.444247,-0.598873,-0.561697,-0.044236,-0.308732,ROCK_COLLEGE
-0.192385,-0.515187,-0.497949,-0.60414,-0.647656,-0.40773,-0.289765,-0.39236,-0.330626,-0.66991,GRUNGE_EMO
-0.496363,-0.340388,-0.414356,-0.574887,-0.62086,-0.807286,-0.377277,-0.462771,-0.403737,-0.715911,POP_INDIE
-0.655471,-0.68156,-0.596605,-0.477768,-0.475284,-0.784984,-0.74723,-0.731597,-0.320336,-0.559965,ROCK_COLLEGE
-0.729825,-0.624809,-0.616054,-0.575248,-0.578641,-0.81155,-0.523756,-0.492695,0.036506,-0.238974,ROCK_COLLEGE
-0.30599,-0.689947,-0.733168,-0.813771,-0.787961,-0.60853,-0.32507,-0.346594,0.215223,-0.103501,ELECTRONICA
-0.394211,-0.661336,-0.669307,-0.756346,-0.770153,-0.521013,-0.486948,-0.420877,0.087217,-0.225073,FOLK_INTERNATIONAL
-0.735861,-0.626651,-0.627086,-0.712151,-0.759168,-0.864416,-0.671362,-0.722584,-0.551338,-0.856666,POP_CONTEMPORARY
-0.475623,-0.563786,-0.560325,-0.605581,-0.579806,-0.641137,-0.403944,-0.353635,0.132019,-0.176039,EXPERIMENTAL
-0.350874,-0.704252,-0.696676,-0.745095,-0.767545,-0.342781,-0.445822,-0.627178,-0.508111,-0.818451,ROCK_COLLEGE
-0.355208,-0.131491,-0.524045,-0.507201,-0.618363,-0.80693,-0.38385,-0.414892,-0.054575,-0.347656,REGGAE
-0.318062,-0.689438,-0.750919,-0.871467,-0.87129,-0.334163,-0.287136,-0.248724,0.2103,-0.130292,METAL_ALTERNATIVE
