@relation MSD_JMIR_LPC_ALL-weka.filters.unsupervised.attribute.Remove-R3-22_MSD_JMIR_MEATHODS_OF_MOMENTS_ALL-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.instance.Randomize-S23-weka.filters.unsupervised.instance.RemovePercentage-P90.0

@attribute Method_of_Moments_Overall_Standard_Deviation_1 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_2 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_3 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_4 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_5 numeric
@attribute Method_of_Moments_Overall_Average_1 numeric
@attribute Method_of_Moments_Overall_Average_2 numeric
@attribute Method_of_Moments_Overall_Average_3 numeric
@attribute Method_of_Moments_Overall_Average_4 numeric
@attribute Method_of_Moments_Overall_Average_5 numeric
@attribute class {BIG_BAND,BLUES_CONTEMPORARY,COUNTRY_TRADITIONAL,DANCE,ELECTRONICA,EXPERIMENTAL,FOLK_INTERNATIONAL,GOSPEL,GRUNGE_EMO,HIP_HOP_RAP,JAZZ_CLASSIC,METAL_ALTERNATIVE,METAL_DEATH,METAL_HEAVY,POP_CONTEMPORARY,POP_INDIE,POP_LATIN,PUNK,REGGAE,RNB_SOUL,ROCK_ALTERNATIVE,ROCK_COLLEGE,ROCK_CONTEMPORARY,ROCK_HARD,ROCK_NEO_PSYCHEDELIA}

@data
-0.449311,-0.607682,-0.618246,-0.715572,-0.775645,-0.686717,-0.483005,-0.452561,0.051769,-0.244282,POP_INDIE
-0.568797,-0.578287,-0.602263,-0.729973,-0.758835,-0.603199,-0.409202,-0.340609,0.103956,-0.233161,POP_INDIE
-0.433215,-0.49128,-0.543635,-0.645275,-0.717282,-0.6239,-0.460282,-0.472276,-0.315265,-0.671174,ROCK_CONTEMPORARY
-0.699644,-0.598667,-0.646322,-0.731683,-0.744688,-0.830386,-0.474554,-0.434255,0.073924,-0.226336,POP_INDIE
-0.22303,-0.420341,-0.500495,-0.694959,-0.744078,-0.373967,-0.375211,-0.520507,-0.479359,-0.78021,ROCK_NEO_PSYCHEDELIA
-0.375019,-0.330982,-0.431047,-0.520432,-0.590791,-0.695691,-0.403756,-0.303292,0.006474,-0.3287,HIP_HOP_RAP
-0.701192,-0.577112,-0.591513,-0.672097,-0.69387,-0.835096,-0.629108,-0.585988,-0.138271,-0.41792,ROCK_CONTEMPORARY
-0.369757,-0.569665,-0.630835,-0.780558,-0.806491,-0.5761,-0.367512,-0.299771,0.141865,-0.184633,POP_LATIN
-0.427952,-0.459926,-0.573267,-0.719532,-0.73853,-0.635895,-0.372207,-0.270551,0.101494,-0.252875,EXPERIMENTAL
-0.488934,-0.745483,-0.780835,-0.880918,-0.886436,-0.380098,-0.392676,-0.34413,0.188145,-0.133072,ROCK_COLLEGE
-0.411856,-0.484617,-0.607284,-0.763996,-0.784466,-0.682808,-0.328075,-0.256469,0.123157,-0.220018,DANCE
-0.730258,-0.59318,-0.630127,-0.756616,-0.790624,-0.772012,-0.41108,-0.364196,0.124141,-0.18893,ROCK_COLLEGE
-0.56725,-0.312169,-0.374187,-0.491809,-0.494535,-0.882363,-0.471549,-0.390952,-0.026512,-0.322381,ELECTRONICA
-0.224888,-0.478346,-0.629915,-0.679568,-0.717725,-0.527588,-0.310235,-0.272663,0.147281,-0.175534,DANCE
-0.420833,-0.556731,-0.646535,-0.710171,-0.735589,-0.514793,-0.457465,-0.3906,0.089186,-0.222292,ROCK_HARD
-0.084662,-0.725926,-0.783593,-0.852295,-0.840555,-0.207641,-0.322066,-0.326527,0.240332,-0.068369,POP_INDIE
-0.462931,-0.518714,-0.594484,-0.685509,-0.713564,-0.671879,-0.372394,-0.265622,0.123649,-0.222798,EXPERIMENTAL
-0.77762,-0.924868,-0.919943,-0.871647,-0.838946,-0.827632,-0.832714,-0.892167,-0.533909,-0.70024,ROCK_ALTERNATIVE
-0.778889,-0.486185,-0.533946,-0.574707,-0.649653,-0.875078,-0.501596,-0.549375,-0.328853,-0.677493,ROCK_ALTERNATIVE
-0.35428,-0.585342,-0.64611,-0.745275,-0.775589,-0.570058,-0.412958,-0.382503,0.118234,-0.186402,GOSPEL
-0.566011,-0.692534,-0.711528,-0.853735,-0.847101,-0.711506,-0.393052,-0.256117,0.166974,-0.206117,ROCK_NEO_PSYCHEDELIA
-0.770871,-0.519106,-0.523975,-0.608191,-0.629626,-0.909018,-0.569765,-0.545151,-0.336041,-0.686592,ELECTRONICA
-0.267915,-0.486968,-0.528854,-0.5991,-0.602441,-0.626211,-0.508169,-0.417708,0.023213,-0.301403,HIP_HOP_RAP
-0.44343,-0.687439,-0.715205,-0.853375,-0.856533,-0.448423,-0.377089,-0.279704,0.179283,-0.162391,METAL_HEAVY
-0.749048,-0.835509,-0.84512,-0.820792,-0.810485,-0.855353,-0.74216,-0.886217,-0.666494,-0.911942,JAZZ_CLASSIC
-0.245937,-0.470508,-0.561103,-0.719982,-0.764438,-0.591115,-0.463286,-0.508537,-0.405657,-0.743207,ROCK_CONTEMPORARY
-0.427643,-0.581815,-0.734441,-0.761926,-0.791345,-0.617148,-0.231549,-0.248372,0.197499,-0.148995,PUNK
-0.386782,-0.466588,-0.467468,-0.569667,-0.629126,-0.602754,-0.333146,-0.343425,-0.197351,-0.564009,METAL_ALTERNATIVE
-0.104163,-0.345875,-0.44215,-0.592169,-0.656089,-0.557708,-0.421408,-0.511354,-0.412746,-0.723493,ROCK_CONTEMPORARY
-0.081876,-0.535959,-0.600283,-0.710621,-0.756283,-0.462639,-0.289765,-0.361732,-0.294341,-0.653229,POP_LATIN
-0.571893,-0.503037,-0.562588,-0.577318,-0.602552,-0.789605,-0.625352,-0.577539,-0.140241,-0.416151,POP_INDIE
-0.281845,-0.515187,-0.551132,-0.694869,-0.721054,-0.666815,-0.466854,-0.449393,0.035522,-0.251106,ROCK_CONTEMPORARY
-0.436929,-0.769547,-0.877793,-0.921143,-0.899584,0.095513,-0.154742,-0.213167,0.273318,-0.083281,PUNK
-0.530723,-0.788595,-0.824965,-0.868317,-0.856255,-0.618392,-0.22892,-0.207182,0.243286,-0.106534,ROCK_HARD
-0.464479,-0.7068,-0.74314,-0.824752,-0.835673,-0.371124,-0.333709,-0.281112,0.190114,-0.15405,ROCK_NEO_PSYCHEDELIA
-0.687045,-0.653067,-0.659618,-0.728263,-0.747739,-0.784451,-0.489014,-0.485302,0.048815,-0.230633,COUNTRY_TRADITIONAL
-0.779786,-0.730316,-0.761245,-0.779298,-0.768599,-0.881297,-0.625352,-0.841049,-0.656303,-0.907974,POP_LATIN
-0.405974,-0.464237,-0.636492,-0.723222,-0.758169,-0.749356,-0.409765,-0.551487,-0.47739,-0.790118,HIP_HOP_RAP
-0.69206,-0.581031,-0.581966,-0.642034,-0.662691,-0.852332,-0.658779,-0.658652,-0.216552,-0.463162,FOLK_INTERNATIONAL
-0.605015,-0.703821,-0.649293,-0.557516,-0.553731,-0.734607,-0.782723,-0.743566,-0.345445,-0.5908,FOLK_INTERNATIONAL
-0.467884,-0.731648,-0.717963,-0.764626,-0.780305,-0.4757,-0.543662,-0.487414,0.041922,-0.249589,ROCK_COLLEGE
-0.344064,-0.691672,-0.682815,-0.745275,-0.762552,-0.510973,-0.442629,-0.378631,0.145312,-0.163149,ROCK_NEO_PSYCHEDELIA
-0.203219,-0.450519,-0.628996,-0.708641,-0.817143,-0.580542,-0.101408,-0.266678,-0.417128,-0.685581,DANCE
-0.290203,-0.378405,-0.491089,-0.550675,-0.666519,-0.652688,-0.426103,-0.3304,0.008443,-0.33881,DANCE
-0.846123,-0.747208,-0.712447,-0.662646,-0.646935,-0.934243,-0.705352,-0.702869,-0.238215,-0.475294,COUNTRY_TRADITIONAL
-0.275654,-0.604154,-0.615629,-0.667147,-0.654924,-0.600178,-0.495775,-0.403626,0.074416,-0.255403,ROCK_NEO_PSYCHEDELIA
-0.851385,-0.773231,-0.719095,-0.681548,-0.69337,-0.889738,-0.72169,-0.687731,-0.232799,-0.48136,EXPERIMENTAL
-0.733323,-0.57476,-0.586775,-0.769127,-0.79129,-0.838294,-0.424225,-0.421581,0.09214,-0.172754,EXPERIMENTAL
-0.340659,-0.427788,-0.404173,-0.568497,-0.627184,-0.727854,-0.567887,-0.518747,-0.130394,-0.411601,REGGAE
-0.658257,-0.591221,-0.543777,-0.59982,-0.61448,-0.804976,-0.709108,-0.65066,-0.236245,-0.494503,GRUNGE_EMO
-0.201981,-0.502646,-0.582956,-0.715032,-0.730596,-0.599112,-0.298779,-0.216687,0.131526,-0.213193,DANCE
-0.387711,-0.696688,-0.710255,-0.768587,-0.788405,-0.552021,-0.415587,-0.530364,-0.407528,-0.754783,ROCK_CONTEMPORARY
-0.460765,-0.673212,-0.718388,-0.847345,-0.858585,-0.465304,-0.326573,-0.26527,0.189622,-0.15127,BLUES_CONTEMPORARY
-0.373781,-0.570841,-0.631754,-0.661566,-0.666075,-0.674278,-0.456338,-0.386024,0.103464,-0.22027,POP_INDIE
-0.396378,-0.326279,-0.471287,-0.547255,-0.695867,-0.553532,-0.226103,-0.235346,-0.23723,-0.562492,GRUNGE_EMO
-0.387711,-0.425044,-0.503819,-0.571737,-0.622469,-0.793425,-0.498216,-0.415244,-0.005342,-0.315557,ROCK_CONTEMPORARY
-0.439406,-0.597492,-0.709335,-0.779118,-0.827684,-0.427543,-0.369577,-0.274776,0.154174,-0.196765,METAL_DEATH
-0.630707,-0.629042,-0.643847,-0.721422,-0.73448,-0.66104,-0.388732,-0.537757,-0.42023,-0.741691,ROCK_NEO_PSYCHEDELIA
-0.525151,-0.687791,-0.654173,-0.629523,-0.642885,-0.676055,-0.613333,-0.628939,-0.095931,-0.31126,POP_LATIN
-0.818728,-0.847815,-0.812518,-0.763906,-0.772261,-0.779032,-0.682066,-0.667488,-0.170273,-0.412612,EXPERIMENTAL
-0.291441,-0.627866,-0.63925,-0.790639,-0.810929,-0.528032,-0.400376,-0.334272,0.137434,-0.193985,METAL_DEATH
-0.738616,-0.726514,-0.702758,-0.686769,-0.685049,-0.848245,-0.646573,-0.643021,-0.136302,-0.368887,COUNTRY_TRADITIONAL
-0.68364,-0.753714,-0.757426,-0.684788,-0.651817,-0.798934,-0.64939,-0.669143,-0.135317,-0.338304,COUNTRY_TRADITIONAL
-0.343755,-0.479522,-0.526874,-0.684878,-0.725825,-0.627721,-0.427981,-0.407499,0.049307,-0.237963,EXPERIMENTAL
-0.554249,-0.251421,-0.347525,-0.367057,-0.317614,-0.908841,-0.616901,-0.587749,-0.224922,-0.487679,HIP_HOP_RAP
-0.731001,-0.65291,-0.665134,-0.748515,-0.787018,-0.778054,-0.566385,-0.675163,-0.509637,-0.823632,EXPERIMENTAL
-0.729794,-0.367039,-0.40488,-0.568587,-0.619917,-0.86717,-0.401315,-0.421933,-0.324028,-0.653734,POP_LATIN
-0.332921,-0.483049,-0.56867,-0.723942,-0.786796,-0.665393,-0.580469,-0.614152,-0.470989,-0.792999,ELECTRONICA
-0.650209,-0.728787,-0.776591,-0.832763,-0.833897,-0.673212,-0.353052,-0.314557,0.203899,-0.118918,GRUNGE_EMO
-0.603157,-0.575152,-0.538048,-0.647435,-0.693148,-0.736828,-0.526009,-0.603591,-0.438742,-0.772956,GRUNGE_EMO
-0.691843,-0.462277,-0.644767,-0.655266,-0.766436,-0.802044,-0.215023,-0.159303,0.107402,-0.222545,POP_LATIN
-0.382139,-0.388203,-0.501202,-0.621242,-0.727157,-0.639982,-0.419343,-0.337089,0.024198,-0.296348,HIP_HOP_RAP
-0.701192,-0.669253,-0.62553,-0.674347,-0.697198,-0.799733,-0.575023,-0.478261,0.003028,-0.313029,METAL_ALTERNATIVE
-0.58087,-0.640329,-0.618883,-0.651845,-0.659251,-0.727321,-0.692207,-0.644781,-0.200305,-0.460382,COUNTRY_TRADITIONAL
-0.473456,-0.543798,-0.557638,-0.647345,-0.706685,-0.73434,-0.515117,-0.424045,0.009428,-0.31859,COUNTRY_TRADITIONAL
-0.225816,-0.762179,-0.790948,-0.860216,-0.845659,-0.358596,-0.334272,-0.296251,0.224577,-0.10249,ROCK_NEO_PSYCHEDELIA
-0.5397,-0.763982,-0.799434,-0.875428,-0.899861,-0.681653,-0.589484,-0.814857,-0.706127,-0.955744,ELECTRONICA
-0.460765,-0.65193,-0.685078,-0.739244,-0.756172,-0.645047,-0.544977,-0.705228,-0.558871,-0.854619,COUNTRY_TRADITIONAL
-0.563535,-0.712326,-0.760255,-0.842304,-0.850042,-0.549711,-0.377465,-0.323711,0.188145,-0.138633,ROCK_COLLEGE
-0.24408,-0.57476,-0.510467,-0.59658,-0.64061,-0.630564,-0.584038,-0.637388,-0.459813,-0.784178,ROCK_NEO_PSYCHEDELIA
-0.512459,-0.613639,-0.654809,-0.756706,-0.793675,-0.706975,-0.3923,-0.332512,0.138419,-0.189941,POP_CONTEMPORARY
-0.383068,-0.508132,-0.530835,-0.5991,-0.65681,-0.614482,-0.509671,-0.604295,-0.444453,-0.767951,METAL_ALTERNATIVE
-0.520817,-0.653576,-0.709477,-0.847795,-0.841553,-0.718703,-0.335775,-0.240979,0.173867,-0.187413,DANCE
-0.605324,-0.536743,-0.615276,-0.630963,-0.692483,-0.778676,-0.526573,-0.554304,-0.372474,-0.722987,POP_INDIE
-0.358304,-0.74415,-0.783663,-0.874437,-0.872344,-0.295247,-0.331455,-0.308572,0.228024,-0.093138,METAL_HEAVY
-0.476242,-0.613639,-0.662164,-0.726643,-0.753287,-0.672945,-0.442441,-0.37335,0.109372,-0.217743,GOSPEL
-0.533509,-0.706173,-0.639887,-0.638794,-0.675839,-0.737361,-0.633615,-0.614152,-0.12104,-0.376722,JAZZ_CLASSIC
-0.545581,-0.764256,-0.842221,-0.883618,-0.902413,-0.364016,-0.459718,-0.684668,-0.620904,-0.910628,METAL_ALTERNATIVE
-0.893298,-0.783265,-0.732532,-0.60306,-0.581415,-0.950777,-0.813014,-0.812779,-0.433572,-0.649943,POP_INDIE
-0.559201,-0.736821,-0.704243,-0.693519,-0.704355,-0.735229,-0.663286,-0.648548,-0.155503,-0.395425,METAL_ALTERNATIVE
-0.180313,-0.482657,-0.392504,-0.457336,-0.500083,-0.616082,-0.547793,-0.631755,-0.462472,-0.772703,POP_CONTEMPORARY
-0.514007,-0.683049,-0.697666,-0.827183,-0.834452,-0.493825,-0.364507,-0.339553,0.175836,-0.140655,ROCK_COLLEGE
-0.267915,-0.510484,-0.38826,-0.508731,-0.565049,-0.617414,-0.543474,-0.619081,-0.44785,-0.767977,POP_INDIE
-0.497601,-0.597492,-0.630198,-0.425653,-0.365881,-0.797512,-0.681127,-0.719134,-0.235753,-0.437887,COUNTRY_TRADITIONAL
-0.582418,-0.488144,-0.454102,-0.430783,-0.408044,-0.768903,-0.7277,-0.681781,-0.306157,-0.562998,DANCE
-0.752206,-0.645542,-0.628147,-0.592169,-0.592566,-0.797601,-0.657089,-0.611688,-0.140241,-0.404019,BLUES_CONTEMPORARY
-0.66321,-0.798001,-0.82256,-0.687399,-0.646158,-0.746246,-0.663474,-0.710333,-0.175196,-0.362315,BLUES_CONTEMPORARY
-0.508745,-0.568489,-0.475318,-0.616922,-0.633232,-0.834651,-0.466103,-0.551135,-0.378185,-0.713383,POP_CONTEMPORARY
-0.368209,-0.590829,-0.609406,-0.745545,-0.782025,-0.530164,-0.395305,-0.341313,0.119218,-0.204095,ROCK_COLLEGE
-0.187432,-0.403488,-0.511881,-0.635734,-0.694924,-0.647268,-0.426667,-0.351523,0.030106,-0.295842,HIP_HOP_RAP
-0.32673,-0.665922,-0.686139,-0.768857,-0.79656,-0.429942,-0.401127,-0.576483,-0.472023,-0.79909,METAL_ALTERNATIVE
-0.511531,-0.71213,-0.693564,-0.773627,-0.793564,-0.626921,-0.486761,-0.442704,0.089678,-0.21193,ROCK_ALTERNATIVE
-0.545891,-0.546149,-0.584936,-0.677858,-0.751678,-0.704665,-0.490516,-0.568738,-0.378726,-0.721976,POP_CONTEMPORARY
-0.266987,-0.485009,-0.523692,-0.515752,-0.51828,-0.621946,-0.455399,-0.427214,0.044876,-0.260457,POP_INDIE
-0.463241,-0.518323,-0.507567,-0.654905,-0.682497,-0.664949,-0.641878,-0.680056,-0.493489,-0.797574,ELECTRONICA
-0.548058,-0.665726,-0.695686,-0.830333,-0.842441,-0.526966,-0.383474,-0.340257,0.160082,-0.161633,COUNTRY_TRADITIONAL
-0.581489,-0.656163,-0.608699,-0.620882,-0.644605,-0.733541,-0.63662,-0.56909,-0.102331,-0.39214,COUNTRY_TRADITIONAL
-0.748491,-0.597492,-0.588048,-0.691449,-0.694202,-0.838205,-0.721127,-0.824045,-0.646604,-0.900265,ROCK_ALTERNATIVE
-0.38152,-0.518714,-0.492857,-0.510531,-0.512899,-0.708307,-0.608826,-0.527196,-0.085592,-0.378238,GOSPEL
-0.526699,-0.536743,-0.586351,-0.640954,-0.632843,-0.686539,-0.471925,-0.397641,0.08377,-0.224062,DANCE
-0.444668,-0.660357,-0.683663,-0.745185,-0.790791,-0.65713,-0.515117,-0.602887,-0.419885,-0.761304,COUNTRY_TRADITIONAL
-0.455502,-0.546541,-0.60488,-0.79766,-0.817642,-0.647712,-0.406761,-0.286393,0.115772,-0.23215,DANCE
-0.710354,-0.684264,-0.697383,-0.752745,-0.773981,-0.71817,-0.45446,-0.430734,0.120695,-0.172248,ROCK_NEO_PSYCHEDELIA
-0.602848,-0.508132,-0.61471,-0.711431,-0.723717,-0.816171,-0.379718,-0.314909,0.124634,-0.196765,DANCE
-0.080638,-0.408191,-0.570863,-0.727633,-0.764938,-0.522434,-0.172958,-0.426509,-0.503828,-0.765197,ROCK_NEO_PSYCHEDELIA
-0.389259,-0.321967,-0.369802,-0.59811,-0.649709,-0.598934,-0.502723,-0.511002,-0.374542,-0.68735,HIP_HOP_RAP
-0.548058,-0.727141,-0.779279,-0.854635,-0.851429,-0.28725,-0.273427,-0.199085,0.212269,-0.137874,METAL_DEATH
-0.307228,-0.532432,-0.571429,-0.610981,-0.62957,-0.668236,-0.505915,-0.471572,0.022229,-0.265007,EXPERIMENTAL
-0.363566,-0.615285,-0.65396,-0.751755,-0.75828,-0.493025,-0.349859,-0.295547,0.161066,-0.171995,METAL_ALTERNATIVE
-0.653924,-0.56457,-0.542504,-0.576868,-0.581526,-0.776988,-0.571643,-0.506425,-0.037836,-0.321875,DANCE
-0.712119,-0.314913,-0.503607,-0.555356,-0.618641,-0.928743,-0.498592,-0.472276,-0.064422,-0.351952,HIP_HOP_RAP
-0.210339,-0.557515,-0.547525,-0.670837,-0.69448,-0.519858,-0.454836,-0.567682,-0.448588,-0.771844,ROCK_NEO_PSYCHEDELIA
0.193314,-0.651303,-0.628076,-0.713591,-0.753953,-0.34749,-0.456714,-0.681887,-0.574182,-0.859396,GRUNGE_EMO
-0.441573,-0.508524,-0.554597,-0.59928,-0.601886,-0.672857,-0.430986,-0.383911,0.079339,-0.229369,ROCK_ALTERNATIVE
-0.510602,-0.44856,-0.474965,-0.60369,-0.623911,-0.793603,-0.362254,-0.485302,-0.406346,-0.716416,POP_LATIN
-0.324872,-0.523026,-0.547454,-0.653105,-0.68699,-0.65402,-0.483756,-0.560641,-0.431307,-0.759131,GOSPEL
-0.804829,-0.704292,-0.670651,-0.718722,-0.72982,-0.897201,-0.591925,-0.534589,-0.031435,-0.317073,RNB_SOUL
0.091472,-0.183617,-0.373762,-0.593519,-0.703356,-0.471524,-0.431362,-0.486358,-0.474682,-0.757639,HIP_HOP_RAP
-0.399164,-0.657182,-0.61174,-0.60459,-0.623356,-0.565438,-0.636244,-0.586692,-0.105778,-0.372931,BLUES_CONTEMPORARY
-0.384615,-0.64562,-0.699576,-0.786409,-0.773148,-0.384718,-0.355869,-0.315613,0.198976,-0.119171,PUNK
-0.273178,-0.483833,-0.518317,-0.650045,-0.711345,-0.587739,-0.580469,-0.615913,-0.433031,-0.75865,HIP_HOP_RAP
-0.311562,-0.488928,-0.570085,-0.626823,-0.672621,-0.740116,-0.561878,-0.554304,-0.309308,-0.653229,REGGAE
-0.501006,-0.587694,-0.602192,-0.740504,-0.765659,-0.479431,-0.464413,-0.423341,0.075401,-0.213193,METAL_DEATH
-0.694041,-0.524201,-0.672348,-0.684518,-0.687212,-0.881386,-0.715493,-0.786869,-0.55636,-0.826084,PUNK
-0.454883,-0.695591,-0.723267,-0.784878,-0.800777,-0.408707,-0.423662,-0.377574,0.15762,-0.152787,ROCK_NEO_PSYCHEDELIA
-0.545891,-0.666745,-0.711174,-0.69802,-0.682718,-0.720036,-0.651455,-0.680127,-0.172242,-0.376975,ROCK_CONTEMPORARY
-0.657638,-0.658867,-0.633098,-0.709541,-0.71534,-0.825056,-0.521878,-0.459602,0.051769,-0.243776,ROCK_HARD
-0.432905,-0.516755,-0.65389,-0.69802,-0.769098,-0.573967,-0.307793,-0.397289,-0.345051,-0.678504,METAL_ALTERNATIVE
-0.791518,-0.62622,-0.645474,-0.478758,-0.428017,-0.854287,-0.51061,-0.523323,0.0626,-0.17882,METAL_HEAVY
-0.21622,-0.675446,-0.715629,-0.789649,-0.785021,-0.188805,-0.185915,-0.391304,-0.451247,-0.740427,ROCK_HARD
-0.349636,-0.599843,-0.710396,-0.857696,-0.863967,-0.488849,-0.274742,-0.176553,0.176821,-0.175281,DANCE
-0.366352,-0.602979,-0.591938,-0.666967,-0.697254,-0.572634,-0.5677,-0.511354,-0.035866,-0.327689,FOLK_INTERNATIONAL
-0.701997,-0.680737,-0.754314,-0.868227,-0.865132,-0.760373,-0.22554,-0.213519,0.217685,-0.121446,COUNTRY_TRADITIONAL
-0.66352,-0.79561,-0.779349,-0.822502,-0.839501,-0.635806,-0.510798,-0.479317,0.083278,-0.201314,METAL_HEAVY
-0.754156,-0.613286,-0.73338,-0.773267,-0.778363,-0.856686,-0.675681,-0.763492,-0.558378,-0.844332,COUNTRY_TRADITIONAL
-0.437239,-0.545757,-0.584441,-0.665707,-0.684549,-0.708396,-0.39662,-0.313501,0.11331,-0.219765,HIP_HOP_RAP
-0.124594,-0.293749,-0.394979,-0.547345,-0.684605,-0.447801,-0.294648,-0.325823,-0.303695,-0.622141,BLUES_CONTEMPORARY
-0.329206,-0.407799,-0.424116,-0.607111,-0.630458,-0.774411,-0.652207,-0.653406,-0.280063,-0.518261,FOLK_INTERNATIONAL
-0.521746,-0.40388,-0.405092,-0.49955,-0.572594,-0.780009,-0.490141,-0.437775,-0.221476,-0.584987,POP_LATIN
-0.437548,-0.660866,-0.686563,-0.755446,-0.771484,-0.504931,-0.351549,-0.478261,-0.373163,-0.719196,ROCK_HARD
-0.705247,-0.858005,-0.839533,-0.751125,-0.738419,-0.874722,-0.839268,-0.8232,-0.456022,-0.683053,EXPERIMENTAL
-0.759882,-0.832491,-0.807638,-0.684158,-0.625354,-0.876855,-0.781033,-0.808625,-0.384044,-0.569569,METAL_DEATH
-0.407213,-0.637703,-0.538543,-0.420432,-0.432455,-0.681031,-0.837972,-0.798733,-0.473845,-0.724251,DANCE
-0.639994,-0.652283,-0.726238,-0.819082,-0.844105,-0.53976,-0.236432,-0.2188,0.190606,-0.154556,METAL_ALTERNATIVE
-0.485838,-0.492455,-0.596888,-0.712781,-0.740139,-0.740204,-0.404883,-0.342369,0.096079,-0.2276,ROCK_HARD
-0.414642,-0.709739,-0.777157,-0.844914,-0.855922,-0.347401,-0.337089,-0.320894,0.212761,-0.106281,ROCK_HARD
-0.617397,-0.112287,-0.351344,-0.429433,-0.469847,-0.860773,-0.523756,-0.51593,-0.19489,-0.463162,HIP_HOP_RAP
-0.433834,-0.653968,-0.637412,-0.773087,-0.796838,-0.358507,-0.403568,-0.330048,0.140388,-0.193985,ROCK_COLLEGE
-0.774803,-0.885205,-0.905799,-0.80054,-0.745576,-0.896579,-0.828169,-0.892519,-0.533319,-0.702768,JAZZ_CLASSIC
-0.595109,-0.616187,-0.62546,-0.686229,-0.727323,-0.701111,-0.495211,-0.580356,-0.412106,-0.753191,COUNTRY_TRADITIONAL
-0.423619,-0.629003,-0.621711,-0.718722,-0.741859,-0.522346,-0.261033,-0.246259,0.183714,-0.153039,METAL_ALTERNATIVE
-0.917288,-0.843347,-0.77355,-0.70342,-0.722108,-0.951195,-0.784038,-0.770569,-0.365089,-0.602679,FOLK_INTERNATIONAL
-0.476552,-0.514403,-0.556577,-0.664176,-0.709182,-0.6255,-0.459155,-0.372646,0.055215,-0.268293,ROCK_ALTERNATIVE
-0.701377,-0.410543,-0.472702,-0.661566,-0.664632,-0.837494,-0.382535,-0.427918,-0.334367,-0.670163,ROCK_CONTEMPORARY
-0.458598,-0.675446,-0.653536,-0.658866,-0.686713,-0.589516,-0.524507,-0.621898,-0.448342,-0.777303,POP_LATIN
-0.763876,-0.664237,-0.687694,-0.651125,-0.63595,-0.851622,-0.580282,-0.57261,-0.033405,-0.279919,ROCK_HARD
-0.46386,-0.505781,-0.448515,-0.421782,-0.426352,-0.789427,-0.758685,-0.727372,-0.374394,-0.614811,DANCE
-0.568488,-0.528905,-0.492008,-0.479118,-0.477337,-0.830386,-0.518122,-0.440239,0.013859,-0.30393,HIP_HOP_RAP
-0.397307,-0.702136,-0.728784,-0.817552,-0.827462,-0.403998,-0.390986,-0.33216,0.175344,-0.152281,METAL_ALTERNATIVE
-0.232007,-0.412894,-0.638897,-0.723402,-0.74319,-0.673567,-0.296338,-0.260694,0.130049,-0.205358,ELECTRONICA
-0.43662,-0.673094,-0.650212,-0.656706,-0.677781,-0.621146,-0.611268,-0.596198,-0.0915,-0.343865,ELECTRONICA
-0.469742,-0.733373,-0.732956,-0.761476,-0.736976,-0.618303,-0.418779,-0.54163,-0.41191,-0.749299,METAL_ALTERNATIVE
-0.288965,-0.145209,-0.359123,-0.451215,-0.61448,-0.6239,-0.113615,-0.188171,-0.311523,-0.57513,POP_LATIN
-0.844389,-0.826259,-0.781471,-0.673177,-0.648488,-0.932679,-0.791174,-0.808801,-0.406838,-0.611273,FOLK_INTERNATIONAL
-0.384925,-0.64562,-0.672348,-0.681998,-0.654147,-0.646113,-0.557371,-0.487766,0.022229,-0.279666,BLUES_CONTEMPORARY
-0.599752,-0.5097,-0.684371,-0.728443,-0.736477,-0.856597,-0.45446,-0.67034,-0.587672,-0.86023,POP_LATIN
-0.306299,-0.728121,-0.726662,-0.778668,-0.757559,-0.576366,-0.464977,-0.607111,-0.469365,-0.798559,FOLK_INTERNATIONAL
-0.625755,-0.830649,-0.80396,-0.691089,-0.638169,-0.835717,-0.792864,-0.826967,-0.427566,-0.620877,ROCK_ALTERNATIVE
-0.888996,-0.895669,-0.882744,-0.813051,-0.781581,-0.966984,-0.867512,-0.90301,-0.584176,-0.775964,ELECTRONICA
-0.75171,-0.638095,-0.661174,-0.665437,-0.656089,-0.88494,-0.674178,-0.629643,-0.173719,-0.445217,ROCK_CONTEMPORARY
-0.365423,-0.630805,-0.645686,-0.656976,-0.652094,-0.630475,-0.587981,-0.516986,-0.020112,-0.31126,HIP_HOP_RAP
-0.376567,-0.592397,-0.646605,-0.719892,-0.727212,-0.466015,-0.36,-0.303644,0.161066,-0.172248,METAL_ALTERNATIVE
-0.678378,-0.833392,-0.809335,-0.70027,-0.67534,-0.745358,-0.670798,-0.70389,-0.180612,-0.375205,ELECTRONICA
-0.288036,-0.345483,-0.384229,-0.376238,-0.376422,-0.752554,-0.68507,-0.625418,-0.278586,-0.539997,POP_CONTEMPORARY
-0.465717,-0.636371,-0.668246,-0.79856,-0.79828,-0.679254,-0.367887,-0.291674,0.145804,-0.212688,RNB_SOUL
